,bus_ratio,geoid,oth_ratio,res_ratio,tot_ratio,zipcode
0,0.816176470588235,06073017401,0.91358024691358,0.612551969906949,0.635644987423643,92007
1,0.0698529411764705,06073017404,0.0658436213991769,0.38744803009305,0.357887172116421,92007
2,0.113970588235294,06073017303,0.0205761316872427,0.0,0.00646784045993532,92007
